reviewer_name,review_time_diff,review_rating
nebisi,"< 10 days",bad
indomie,"< 10 days",good
whoster69,"> 50 days",bad
tonygeorge,"< 10 days",good
esuei82,"< 10 days",good
capnsurly,"< 10 days",bad
Swanky,"> 50 days",good
VJgamer,"< 10 days",good
cta88,"< 10 days",good
dquan87,"< 10 days",bad
Forevame7189,"> 50 days",good
Leviathan_Ultima,"> 50 days",NULL
sparta75,"< 10 days",good
bugalaman,"> 50 days",good
lcaylor,"> 50 days",good
mediahound,"> 50 days",bad
PsychoJoe,"> 50 days",bad
lilxvietxboi,"> 50 days",good
gts45,"< 10 days",good
kishor,"< 10 days",bad
sushkamb,"< 10 days",bad
allanyon,"< 10 days",good
Wingnut420,"> 50 days",good
HeLLFyRe391,"> 50 days",bad
dawgpound6985,"< 10 days",good
Joan59,"> 50 days",good
athenz,"< 10 days",bad
JoeSchmoe007,"< 10 days",bad
daveybeatz22,"< 10 days",bad
TheShepherd,"> 50 days",bad
jvcarey,"< 10 days",bad
"Dan a man","< 10 days",good
bw1706,"< 10 days",good
GeneValgene,"> 50 days",good
sorrelstang,"< 10 days",bad
gt500shlby,"> 50 days",bad
etherkidd,"> 50 days",bad
MARY3143,"< 10 days",bad
jstlucas,"< 10 days",bad
snjjcheung,"> 50 days",bad
trebb,"< 10 days",bad
HLazarde,"> 50 days",bad
bigmark9,"> 50 days",bad
thetruthteller,"< 10 days",bad
opaliy,"> 50 days",bad
gobhat,"< 10 days",neutral
bikewithadam,"< 10 days",good
MerlynZero,"> 50 days",bad
antolod,"< 10 days",good
shaggyone,"< 10 days",bad
HuntMan98,"> 50 days",good
dr.rick,"> 50 days",good
milk3422,"> 50 days",bad
mkchiu,"> 50 days",good
"Type A Shopper","< 10 days",good
harbinur,"11 to 50 days",bad
sbradfor,"> 50 days",bad
takitus,"> 50 days",good
xpose,"> 50 days",good
mikelou26,"> 50 days",bad
DoorFrame,"> 50 days",good
janibrewski,"< 10 days",good
gretzky,"> 50 days",good
bartus1,"> 50 days",bad
lauramarie,"< 10 days",good
ducatijoe,"< 10 days",bad
darkzabrak,"< 10 days",good
andisutanto,"< 10 days",bad
Phamine,"> 50 days",good
blaydese,"> 50 days",good
sush,"< 10 days",bad
smahajan100,"< 10 days",good
dre_dogg,"< 10 days",bad
sandiocat,"< 10 days",bad
selection7,"> 50 days",good
liquid_iq,"< 10 days",bad
xtremeskier_,"< 10 days",bad
mtnmole200,"< 10 days",bad
slatz,"< 10 days",bad
Maclobo,"11 to 50 days",good
rjsmith0,"< 10 days",bad
emg,"< 10 days",bad
Henny,"< 10 days",bad
danz75,"< 10 days",bad
justwaiting,"< 10 days",bad
panozguy,"< 10 days",bad
"Roberto Moutinho","< 10 days",good
rtanders,"< 10 days",bad
blackcapten,"> 50 days",bad
MrSpockToo,"< 10 days",bad
Docma,"< 10 days",bad
bkmonkey,"< 10 days",bad
AlwaysSummer,"< 10 days",bad
elder_shawn,"< 10 days",bad
rustamka,"< 10 days",bad
LarryOz,"> 50 days",bad
mstangl,"< 10 days",bad
Butch32940,"< 10 days",bad
reactivedigital,"< 10 days",bad
rudra_das,"< 10 days",bad
craigs241,"> 50 days",bad
rabbitt92,"< 10 days",bad
call,"< 10 days",bad
rnewbould,"< 10 days",bad
tianlan,"< 10 days",good
Nightcrawler505,"< 10 days",bad
grages,"< 10 days",bad
curtis54,"< 10 days",bad
tch65721,"< 10 days",bad
rxprime,"< 10 days",bad
meghuban,"< 10 days",bad
tabasco4107,"< 10 days",bad
2ktj,"< 10 days",bad
ladrach,"> 50 days",bad
terrin81,"< 10 days",bad
Quanno,"< 10 days",bad
k2t,"< 10 days",bad
sublimems,"< 10 days",bad
paulwoll,"< 10 days",bad
sydneyk,"> 50 days",bad
cafukahn,"> 50 days",bad
jeratzlo,"> 50 days",bad
jmufly1,"< 10 days",bad
booksforsale2000,"< 10 days",bad
wolverine1028,"< 10 days",bad
jbk,"< 10 days",bad
dweick,"< 10 days",bad
omorin,"< 10 days",bad
Cptcmpost,"< 10 days",bad
jorgedelavega,"< 10 days",good
tianlian,"< 10 days",bad
Kenopp,"< 10 days",bad
pc2004,"> 50 days",neutral
dpp,"> 50 days",good
kgollam,"> 50 days",good
pomiata95,"< 10 days",good
aakcpa,"< 10 days",bad
ozzytx,"> 50 days",good
robrating,"< 10 days",neutral
"Solomon Grundy","< 10 days",bad
haroldcollins,"11 to 50 days",good
dr_jones,"< 10 days",neutral
magmore,"> 50 days",bad
YuSnYaT,"11 to 50 days",good
nsingal,"< 10 days",good
redmori,"> 50 days",bad
schief2,"> 50 days",bad
Almightywhacko,"11 to 50 days",bad
GodDevil,"< 10 days",good
akubi,"11 to 50 days",NULL
alide,"< 10 days",good
jonass,"< 10 days",bad
scottls,"> 50 days",bad
Ho,"< 10 days",bad
DrEldarion,"> 50 days",good
kerecsen,"< 10 days",good
glacius939,"< 10 days",bad
eternalchaos,"< 10 days",good
CompHobby2003,"> 50 days",good
Obbop,"> 50 days",good
roxystar,"< 10 days",good
bfreeburn,"< 10 days",good
rballantyne,"> 50 days",good
gbg2000,"< 10 days",bad
Padank,"< 10 days",good
GaryKing,"> 50 days",good
gxshockwav,"11 to 50 days",good
leveldowen,"< 10 days",neutral
joeandleslie,"< 10 days",bad
HonestBob,"< 10 days",good
babalu20,"> 50 days",bad
BklynBuyer,"< 10 days",bad
olgasindeyeva,"< 10 days",good
asakaset0,"> 50 days",good
sharathsr,"> 50 days",bad
Kaijufan,"11 to 50 days",good
lblickem,"< 10 days",NULL
wah77,"< 10 days",bad
vjam,"< 10 days",bad
KatyBee,"< 10 days",good
zeppelin2,"< 10 days",good
marclamb,"11 to 50 days",good
alkolkin,"11 to 50 days",good
rooster_51,"> 50 days",bad
JerseyGirl1962,"< 10 days",good
jtsongas,"< 10 days",neutral
Crawdaddy79,"< 10 days",good
sushi-x,"> 50 days",good
SLA_Personal,"< 10 days",good
Markymark,"< 10 days",good
bilshel,"< 10 days",bad
liu224,"> 50 days",bad
SixkillerNYC,"< 10 days",good
tlogank,"> 50 days",good
ayn,"> 50 days",good
bluebirdie,"< 10 days",good
TheDude95,"< 10 days",bad
atram,"< 10 days",bad
jfpersona,"< 10 days",good
mdchachi,"> 50 days",good
dgp41482,"> 50 days",good
Mathesar,"> 50 days",good
bubbmr,"< 10 days",good
tzwada,"> 50 days",bad
holopoj,"> 50 days",good
oddjob1000000,"< 10 days",good
jackkrat,"< 10 days",good
terryr64,"< 10 days",good
budmantom,"> 50 days",bad
Chilton,"> 50 days",good
"Jeffrey S","> 50 days",bad
wds937,"> 50 days",good
sr789,"< 10 days",bad
mobvic,"< 10 days",bad
sadams,"< 10 days",good
davegold,"< 10 days",good
evenkiel,"< 10 days",bad
zakarov,"> 50 days",good
walkfami,"< 10 days",bad
gazibidian,"< 10 days",good
kilikanzer,"< 10 days",good
SDeng,"> 50 days",good
markr2004,"< 10 days",good
simplywarm,"< 10 days",bad
castlemc,"< 10 days",bad
rcarboni,"< 10 days",bad
nic2mit,"< 10 days",bad
CasWalker,"> 50 days",bad
Gregoryfo2,"< 10 days",good
andreasnyc,"> 50 days",bad
thugedout,"> 50 days",good
jeffwitherow,"< 10 days",bad
heathbar_18,"< 10 days",good
czaczer,"< 10 days",bad
emptypockets,"> 50 days",good
sstricke,"< 10 days",good
bamabigfoot,"< 10 days",bad
Alpha_Nexus,"> 50 days",bad
Yami,"> 50 days",bad
scassio,"< 10 days",bad
cdmgamer,"> 50 days",good
JTBell,"< 10 days",good
laulau,"< 10 days",good
"different user","> 50 days",good
onlinelion,"< 10 days",good
arkisman,"> 50 days",good
pcam1a,"< 10 days",good
Spectre_CGR,"> 50 days",good
aoLhaTer,"> 50 days",bad
bomax,"> 50 days",good
mike70000,"< 10 days",bad
medana,"< 10 days",good
CatLover,"> 50 days",bad
sean20904,"< 10 days",good
mendoza,"< 10 days",good
SweetestDeals,"< 10 days",good
OnlineDealSeeker,"< 10 days",good
cabito,"11 to 50 days",good
pixelbrat,"> 50 days",good
Chow-Yun-Fat,"> 50 days",good
mkrish12,"< 10 days",good
LeeB18509,"> 50 days",good
lch9000,"> 50 days",bad
vlutan2000,"< 10 days",bad
Cuore,"< 10 days",bad
flgator1613,"> 50 days",bad
stereo345,"> 50 days",good
l_weissberg,"< 10 days",good
Atomicus,"> 50 days",good
gnawrot,"> 50 days",good
deadlierchair,"> 50 days",bad
giantsfan,"11 to 50 days",good
kindred1,"> 50 days",good
ejakab,"> 50 days",good
"lil layzie","> 50 days",good
starlightinc,"< 10 days",good
jcontray,"> 50 days",good
krrate,"< 10 days",good
newidea,"11 to 50 days",bad
jcal,"< 10 days",NULL
fabien,"> 50 days",good
pinkie31,"> 50 days",good
rrview,"< 10 days",good
thevaik,"< 10 days",bad
mrsmalkav,"> 50 days",good
3kids,"< 10 days",good
Ashish,"< 10 days",good
mfc2,"< 10 days",good
dyno53,"11 to 50 days",neutral
Arti,"> 50 days",good
orionb,"11 to 50 days",good
hui11,"< 10 days",good
Ogrt48,"> 50 days",bad
pianowizard,"> 50 days",good
msbean,"< 10 days",bad
Icebergs,"< 10 days",good
leo877,"< 10 days",good
nickware,"< 10 days",good
jeffandleigh,"< 10 days",bad
lgngri,"> 50 days",bad
Azndude51,"< 10 days",good
escalante,"< 10 days",bad
cyberdentist,"< 10 days",good
otakud,"11 to 50 days",bad
jlink7,"< 10 days",good
pimpdaddyp00p,"11 to 50 days",good
Thames,"< 10 days",good
chadkeffer,"> 50 days",good
Starfury_2260,"> 50 days",good
Truk,"11 to 50 days",bad
Mutant_ttz,"> 50 days",good
apladay,"> 50 days",good
lint42,"> 50 days",bad
Giantdino,"< 10 days",bad
ryancon18,"< 10 days",bad
lennlen,"< 10 days",good
rsubasic,"< 10 days",good
bossy,"< 10 days",bad
DBozkurtian,"< 10 days",good
jpr8,"> 50 days",neutral
skapoor,"< 10 days",bad
poopeyhed2,"> 50 days",good
ketmz00,"> 50 days",good
bOyA,"> 50 days",good
jskagg,"> 50 days",good
thezeeness,"< 10 days",good
nostradx,"> 50 days",good
johnlw,"> 50 days",good
dcclark,"< 10 days",bad
dmk1350,"< 10 days",bad
the_trump,"< 10 days",bad
sunofwolf,"> 50 days",bad
xnishant,"11 to 50 days",good
alexander_g90,"< 10 days",bad
badkitty109,"< 10 days",bad
RDX-1,"< 10 days",good
das_iu,"< 10 days",good
kreggo,"> 50 days",bad
jmorellano,"< 10 days",good
xxn1927,"> 50 days",bad
margotcopeland,"> 50 days",good
ppelliniq,"< 10 days",good
DGR33,"> 50 days",bad
azbearoh,"< 10 days",bad
taikun,"< 10 days",bad
STEVENXO,"> 50 days",good
seross,"< 10 days",bad
Blackheat,"< 10 days",neutral
John99_,"11 to 50 days",good
fleemanc,"< 10 days",good
aupde,"> 50 days",good
janetgot,"< 10 days",bad
sle898-2,"< 10 days",good
ozbot87,"> 50 days",good
autoinazph,"< 10 days",bad
priddy12,"> 50 days",neutral
rfong,"> 50 days",bad
phelk,"> 50 days",good
awedigital,"11 to 50 days",bad
supiammike,"> 50 days",good
tolgabalci,"< 10 days",bad
Silentkillz,"> 50 days",good
DeathByAnts,"< 10 days",neutral
cokefan211,"< 10 days",bad
"Ronald Sohn","> 50 days",good
mingming,"< 10 days",bad
frank1380,"> 50 days",good
kcbeersnob,"> 50 days",good
jl499,"< 10 days",bad
wbhigdon,"> 50 days",bad
armano,"> 50 days",good
hansmuff52036,"> 50 days",good
ronjack,"> 50 days",bad
kimanjo,"< 10 days",bad
mmoerdyk,"< 10 days",good
kosltd,"< 10 days",good
Saiakhov,"< 10 days",bad
BadBadNeil,"> 50 days",good
djhk,"> 50 days",bad
scuzzmaster,"> 50 days",bad
Drazzil,"< 10 days",good
jerrya86,"< 10 days",bad
schweg,"< 10 days",good
damianjmills,"< 10 days",bad
towwang,"> 50 days",good
Thrash4u,"< 10 days",bad
nestorgonzalez,"< 10 days",good
TheWiseOne,"< 10 days",bad
Broeux,"< 10 days",good
bluesz,"> 50 days",good
Dokuro,"< 10 days",good
snug8642,"> 50 days",good
mikege,"> 50 days",good
counsel4pay,"< 10 days",good
jeasher,"< 10 days",good
Curt51777,"> 50 days",good
express15_99,"> 50 days",good
benjodan,"> 50 days",good
wynix,"> 50 days",good
morgandog,"> 50 days",bad
xur17,"< 10 days",bad
Robaire,"> 50 days",bad
tcourtney835,"< 10 days",bad
ruthehe,"< 10 days",bad
kudobar,"11 to 50 days",bad
nguyenphucthuan,"11 to 50 days",bad
dimfeld,"< 10 days",good
nuorigin,"< 10 days",bad
gift4kidz,"11 to 50 days",good
tonyspero,"11 to 50 days",good
Southerntracker,"11 to 50 days",bad
freezehell,"> 50 days",bad
shotvenus,"< 10 days",bad
Kalvin2,"< 10 days",good
ks5x,"< 10 days",good
flunkout,"> 50 days",bad
debdebtig,"< 10 days",good
bigbill23,"> 50 days",bad
aznmc16,"> 50 days",bad
Mikebuzzsaw,"< 10 days",bad
Jeff321,"> 50 days",neutral
racer4,"> 50 days",good
fttv,"< 10 days",good
stratajema,"< 10 days",good
chau,"> 50 days",good
Darkangl,"> 50 days",bad
arielah,"< 10 days",bad
Ihateripoffs,"< 10 days",NULL
GiantCowOfDeath,"< 10 days",neutral
jmr,"< 10 days",bad
schappsj,"< 10 days",good
torchedlh,"11 to 50 days",good
nz7kln,"> 50 days",good
TaurenEgg,"< 10 days",bad
irishguy_wi,"< 10 days",bad
Lumeria,"11 to 50 days",good
vinaypai,"< 10 days",good
Solosmooth,"> 50 days",good
kstuebin,"11 to 50 days",bad
potken,"< 10 days",bad
modemide,"< 10 days",good
caae,"< 10 days",good
csbmh,"< 10 days",bad
Talinth,"< 10 days",good
mavwebmaster,"< 10 days",good
global1227,"< 10 days",good
prettyslick101,"> 50 days",good
dslknight,"> 50 days",good
MrCodeDude,"> 50 days",bad
dojereb1,"< 10 days",bad
phluid,"11 to 50 days",bad
tennisflip,"> 50 days",good
mvalugo,"< 10 days",bad
roger04,"< 10 days",NULL
uthor,"< 10 days",good
dejavu,"> 50 days",good
professorutonium,"< 10 days",neutral
ffcrusher,"> 50 days",bad
jankphil,"< 10 days",bad
"Wayne Roberts","> 50 days",bad
avatar3o,"11 to 50 days",good
Hefty,"< 10 days",good
jpyang,"> 50 days",bad
sgd2z,"> 50 days",good
gdbill,"< 10 days",bad
ptham,"11 to 50 days",bad
misfit0018,"< 10 days",good
shund,"> 50 days",NULL
"Sam Dahir","> 50 days",good
mastercda,"< 10 days",good
NasdaqTrader889,"> 50 days",good
nrvgnm,"> 50 days",good
jdurbin,"> 50 days",good
jshep,"< 10 days",good
LeefRyder,"< 10 days",good
twolf,"> 50 days",bad
"King Smoke","< 10 days",bad
michaelcarrcpa,"11 to 50 days",bad
bryandunford,"< 10 days",NULL
jonnytech,"> 50 days",good
kryll,"< 10 days",good
rodisian,"< 10 days",good
CtK,"< 10 days",bad
hoky,"< 10 days",good
"Carl Uman","> 50 days",good
vroomfondl,"> 50 days",good
airyxl,"< 10 days",bad
Dale301,"< 10 days",bad
rollin_pin,"< 10 days",good
Outrager,"< 10 days",good
captainjrl,"> 50 days",good
"Lord Elwood","< 10 days",good
chicagobrick,"< 10 days",good
baart43,"< 10 days",good
RubyWeapon44,"< 10 days",good
corndog123,"< 10 days",good
AGBPE,"< 10 days",good
rocmicm,"< 10 days",bad
g-smooth,"< 10 days",neutral
bwdurfy,"< 10 days",bad
jgeoff,"< 10 days",good
mrjaws,"< 10 days",bad
Zenara25,"< 10 days",good
Invision,"> 50 days",good
ruchagar,"< 10 days",good
ringlord,"> 50 days",good
angelcat,"> 50 days",good
firestorm225,"11 to 50 days",good
ssucsy,"< 10 days",good
"CrAzY DuTcHmAn","< 10 days",bad
low0r,"< 10 days",bad
rogee,"< 10 days",good
vpdura,"> 50 days",neutral
mpineda,"< 10 days",bad
PreOmegaZero,"< 10 days",good
psu90,"< 10 days",good
Zaitachi,"< 10 days",good
DocGiggs,"< 10 days",bad
zipzip212,"11 to 50 days",bad
vboccio,"< 10 days",good
chaos2013,"< 10 days",good
trangler,"> 50 days",bad
MrData2,"< 10 days",good
poorvesh,"< 10 days",good
yankee22,"< 10 days",bad
brsullivan,"< 10 days",bad
kinglop,"< 10 days",good
pecel,"> 50 days",good
bpm2000,"< 10 days",bad
smithmr,"< 10 days",bad
mell30,"< 10 days",good
ren1310,"< 10 days",good
barginhunter,"11 to 50 days",good
cali_grrl,"< 10 days",good
dgbwinger,"< 10 days",good
staypuft,"< 10 days",good
msdmoney,"< 10 days",good
ntorbett,"> 50 days",good
oldsmoboat,"> 50 days",bad
vlad0,"< 10 days",bad
naturally,"< 10 days",good
vat1234,"> 50 days",bad
Lima45,"> 50 days",good
van316,"< 10 days",good
WrathOfCheesy,"< 10 days",bad
godoggo,"< 10 days",bad
NewsAMD007,"> 50 days",bad
sailormoon,"11 to 50 days",good
snakeman7701,"< 10 days",good
DuhVMan,"11 to 50 days",bad
jwgianni,"< 10 days",good
BradleyT,"< 10 days",good
mikeblackett,"> 50 days",good
"TW GK","< 10 days",good
valrose,"< 10 days",good
dzil,"< 10 days",good
special4k4,"< 10 days",good
slaman,"11 to 50 days",good
ShagnWagn,"11 to 50 days",bad
robmeyer,"< 10 days",good
"Harijs Buss","< 10 days",good
aviationwiz,"11 to 50 days",good
bolson,"< 10 days",good
Paul2200,"< 10 days",good
mlb1990,"< 10 days",good
mas1972,"< 10 days",bad
tomjones,"> 50 days",bad
Aziraphale,"> 50 days",neutral
Llama,"> 50 days",bad
Nattylucas,"< 10 days",good
tpiknis,"> 50 days",bad
spwango,"> 50 days",bad
ggilman,"> 50 days",good
gamingcentral,"< 10 days",good
sifter,"11 to 50 days",good
pepebuho,"< 10 days",good
ThinkGeekness,"11 to 50 days",good
"Phil Koch","< 10 days",good
Paco32,"< 10 days",good
Jutral,"> 50 days",good
placebo139,"11 to 50 days",good
jonnyjonjon,"11 to 50 days",good
Starfury,"> 50 days",good
adomin1000,"< 10 days",good
DXX,"< 10 days",good
Klang007,"< 10 days",good
gmbfly98,"< 10 days",good
dmcguriman,"< 10 days",good
boros,"< 10 days",good
02215,"< 10 days",good
Echoes,"< 10 days",bad
NoRefund,"> 50 days",good
4gandalf,"< 10 days",good
paliwala,"< 10 days",good
brianm,"< 10 days",good
Spyke,"11 to 50 days",good
BigCfromcinci,"> 50 days",good
juggalo71,"> 50 days",good
AlphaMaru,"< 10 days",good
faithlezz,"< 10 days",bad
redolsnake,"11 to 50 days",NULL
Blieb,"< 10 days",good
g_rhymes,"> 50 days",good
Nuskers,"< 10 days",good
Whohangs,"> 50 days",good
fwroberts,"> 50 days",good
ta_clinic,"11 to 50 days",good
allam60665,"> 50 days",good
fooda,"> 50 days",good
wmeligan,"< 10 days",bad
MurphyQ,"< 10 days",bad
jboutin,"< 10 days",bad
JMP61616,"< 10 days",bad
cjpman,"< 10 days",good
reutiman,"< 10 days",good
47st.Photo,"11 to 50 days",good
Gumbydamit,"11 to 50 days",good
nmwxtracker,"< 10 days",good
"Mostly Mike","< 10 days",good
jngoldin,"> 50 days",good
"Anthony Rogers","> 50 days",good
missingpoints,"> 50 days",good
kurniadion,"< 10 days",good
redrio37,"< 10 days",bad
pfh441,"< 10 days",bad
durval,"< 10 days",bad
ninefivezero,"> 50 days",good
blaydese,"> 50 days",good
Eduts,"< 10 days",NULL
radhaz,"> 50 days",bad
LegendaryD,"> 50 days",good
tuxyj,"< 10 days",good
pamela1198,"< 10 days",bad
puomike,"> 50 days",good
misterp35,"> 50 days",good
kneepayne,"> 50 days",good
weatherconnect,"< 10 days",good
nhioi,"11 to 50 days",bad
626mike,"< 10 days",good
LSS,"> 50 days",good
mattinthecouv,"> 50 days",good
Chris123123,"< 10 days",good
denydog,"> 50 days",good
nowman43,"> 50 days",good
"mike mulvey","< 10 days",bad
tomlhicks,"< 10 days",bad
famarin,"< 10 days",bad
lars1947,"< 10 days",bad
"J. Varon","< 10 days",good
sam711,"< 10 days",good
"Don Dickenson","> 50 days",bad
tomogle,"< 10 days",good
"Ellacious Thyme","< 10 days",good
Jeffbott,"< 10 days",NULL
Kimberlee,"< 10 days",good
jwjones0,"< 10 days",good
butchman73,"< 10 days",good
docjb7,"< 10 days",good
rjnjjwa,"< 10 days",good
1olvet,"< 10 days",good
"Michael Gross","< 10 days",good
rsbeckwell,"< 10 days",good
danameadows,"< 10 days",good
dougjacobs,"< 10 days",good
wetninic,"< 10 days",good
DCFilms,"< 10 days",good
Luly,"< 10 days",good
"Camera User","< 10 days",good
tdudziak,"< 10 days",good
Gangadhar,"< 10 days",good
dawnkilmer,"< 10 days",good
kjstanc,"< 10 days",good
dwkemp,"< 10 days",bad
jdisapointed23,"< 10 days",good
mangela,"< 10 days",good
patmcneilly,"< 10 days",good
mooondog,"< 10 days",good
gingo46,"< 10 days",good
Jmac112,"< 10 days",good
indigonight,"< 10 days",good
"Tim L.","< 10 days",bad
Gunsmoke64,"> 50 days",good
dougchapin,"< 10 days",good
calspec,"< 10 days",bad
lesap,"< 10 days",good
kstephen,"< 10 days",good
gmoore11,"< 10 days",good
senseihowey,"< 10 days",good
Schlebe,"< 10 days",good
nnelg,"< 10 days",good
jamesk8752,"> 50 days",good
Tony007,"< 10 days",good
buddhadeb,"< 10 days",good
djcrossland,"< 10 days",good
darshonline,"< 10 days",good
Swa316,"< 10 days",good
"jc fedorczyk","< 10 days",bad
RocketNJ,"< 10 days",bad
knguye11,"11 to 50 days",good
milesjay,"< 10 days",good
MiStrick,"< 10 days",good
"Ian Burnstein","< 10 days",good
pcrescue54,"< 10 days",bad
MoniqueM79,"< 10 days",good
Leonatra,"> 50 days",good
"Hank Hancock","< 10 days",good
delia94,"< 10 days",good
Wallawalla,"< 10 days",good
tahoewyatt,"< 10 days",good
jujuh913,"< 10 days",good
buttebee,"< 10 days",good
ShelleyH,"< 10 days",good
LAG4O,"< 10 days",neutral
"Mike and Diane","< 10 days",good
MaryKris,"< 10 days",good
MacyGrey,"< 10 days",good
fashiontramp,"< 10 days",bad
razorback_98,"< 10 days",good
buffybuffy,"< 10 days",good
Paulrudell,"< 10 days",good
Seahorst,"< 10 days",good
CJHAYS,"< 10 days",good
johnboy298,"< 10 days",good
fisherridge,"> 50 days",bad
jaredjen,"> 50 days",good
ck_361,"< 10 days",bad
telqix,"< 10 days",bad
bipwilliam,"< 10 days",bad
Ryan48,"< 10 days",bad
seniorchap,"> 50 days",good
misterb268,"11 to 50 days",good
ATBarone,"11 to 50 days",bad
mphxaz,"< 10 days",good
Mikey5855,"< 10 days",good
modi,"< 10 days",bad
CJTurner,"> 50 days",good
trangler,"> 50 days",good
ScottAllenRauch,"> 50 days",good
bartus1,"> 50 days",good
Bubka,"> 50 days",good
lanlady,"< 10 days",bad
fven2ra,"> 50 days",bad
jwyatt915,"< 10 days",bad
johncstark,"< 10 days",good
mikeyt11870,"< 10 days",good
Drybone,"< 10 days",good
pixerati,"< 10 days",good
tjwojton,"< 10 days",good
swingframe,"< 10 days",bad
leonardomarino,"< 10 days",good
mcwizard,"< 10 days",bad
Blairwho,"< 10 days",bad
ame141913,"< 10 days",bad
padre01,"< 10 days",good
glennbomke,"< 10 days",good
DRPCPLUS,"< 10 days",bad
davido53,"< 10 days",good
rasiel,"< 10 days",good
jsm6,"< 10 days",good
lordrscott,"< 10 days",good
scottcomp,"< 10 days",bad
mail-dude,"< 10 days",good
brauts,"< 10 days",good
urobins,"< 10 days",good
Slimjim05,"< 10 days",good
Mattousai,"< 10 days",good
petninja,"< 10 days",good
cf03054,"< 10 days",good
jekt347,"< 10 days",good
Kiwi42084,"< 10 days",bad
flay.blalock,"< 10 days",good
confab432,"< 10 days",good
norsiwel,"> 50 days",good
rpyle,"< 10 days",good
Zimmerhnd,"< 10 days",good
kountrygirl,"< 10 days",good
redknightgj,"< 10 days",good
dblack2020,"< 10 days",good
Rosebuddy,"< 10 days",bad
obiewan,"< 10 days",bad
rcolumb,"< 10 days",good
rworrell,"< 10 days",good
amsmith,"< 10 days",good
theldara,"< 10 days",good
lomilmar,"< 10 days",good
cloud1111,"< 10 days",good
"Murray Kahl","< 10 days",bad
candnwilemon,"< 10 days",good
cyranosbrother,"< 10 days",good
"this sucks","< 10 days",good
boden01,"< 10 days",good
compgeek29438,"< 10 days",good
skostylev,"< 10 days",good
ashaver,"< 10 days",neutral
Dragon2002,"< 10 days",good
emargel,"< 10 days",good
"John K. Lominac","< 10 days",good
dazzo0007,"< 10 days",good
mikeern,"< 10 days",good
edonz1,"< 10 days",bad
adamaja007,"< 10 days",good
mrkazianis,"< 10 days",bad
walldrbc,"< 10 days",good
pstampfer,"< 10 days",good
mag1ck2,"< 10 days",good
mallory36,"> 50 days",good
chevy58,"< 10 days",good
Michael930,"< 10 days",good
tdbuttmi,"< 10 days",NULL
bean_tmt,"< 10 days",good
mag1ck,"< 10 days",good
sbrooke,"< 10 days",good
wolfsblood,"< 10 days",good
ns2004,"< 10 days",bad
gtctk,"< 10 days",bad
jbmicheal,"< 10 days",bad
jpw79803,"< 10 days",bad
isujeo,"< 10 days",bad
inzzane,"> 50 days",bad
cader,"< 10 days",good
quarterboy1,"< 10 days",bad
josath,"< 10 days",bad
Hrm-Doh,"< 10 days",good
dissatisfied1343,"< 10 days",bad
heartlessangel,"< 10 days",good
hwc2619,"< 10 days",bad
thomasbull,"11 to 50 days",good
john_perun,"> 50 days",bad
rigby,"< 10 days",good
Lint,"< 10 days",good
hobonobo,"11 to 50 days",good
sheedyslick,"< 10 days",bad
dbrower,"< 10 days",bad
"MegaBytes Comp","< 10 days",bad
paulhill,"11 to 50 days",bad
discovery17,"< 10 days",bad
dweverka,"< 10 days",bad
Utae,"< 10 days",bad
Sancho,"11 to 50 days",good
wmiller,"< 10 days",good
Franky1746,"< 10 days",bad
takurami,"< 10 days",bad
yeadon563,"< 10 days",good
saden1,"< 10 days",good
dorem,"> 50 days",NULL
LeChez,"< 10 days",bad
stacy,"< 10 days",good
Memento2,"> 50 days",good
knobswilson,"> 50 days",bad
jsimanella,"< 10 days",bad
jimtaipei,"< 10 days",bad
gbeech,"< 10 days",bad
TyTman,"< 10 days",good
drewski2000,"< 10 days",bad
chrisrut2,"< 10 days",good
jeffhirk,"> 50 days",good
qball305,"> 50 days",good
DougMcP,"< 10 days",bad
su007,"> 50 days",good
evansnf,"< 10 days",bad
hw101,"> 50 days",good
arth,"< 10 days",bad
pentium4forever,"< 10 days",good
gwhillikers,"< 10 days",good
wally5678,"< 10 days",bad
peterro,"< 10 days",bad
Wiser2,"< 10 days",bad
TechnikVR,"> 50 days",bad
tuzaparrot,"< 10 days",good
skywatcher,"< 10 days",good
HarterPC,"> 50 days",good
ppoulin1,"> 50 days",good
kenmeta,"> 50 days",good
ronny555,"> 50 days",bad
clappr,"< 10 days",good
jandt2009,"< 10 days",good
iceui2,"> 50 days",good
scatteredsong,"< 10 days",good
linnie,"< 10 days",bad
irgonomic,"< 10 days",bad
TonyR07,"11 to 50 days",bad
jsut33,"> 50 days",good
alyz,"< 10 days",good
brcorley1976,"< 10 days",bad
dxfanatic69,"11 to 50 days",good
Fragma,"< 10 days",neutral
glyttek,"> 50 days",good
sacrilage,"< 10 days",bad
frugalone,"< 10 days",bad
erossen33,"< 10 days",bad
haiduan,"< 10 days",bad
2bull,"< 10 days",neutral
tgs989,"< 10 days",good
JTK_at_RR,"< 10 days",good
mrohrscheib,"< 10 days",bad
june70,"< 10 days",good
tambyonline,"< 10 days",good
TheLink123,"> 50 days",bad
rodmael,"< 10 days",bad
slappymartin,"> 50 days",good
trails202,"11 to 50 days",good
parrotheads,"> 50 days",good
whatmama,"< 10 days",good
dazuke,"> 50 days",good
Margaret64,"< 10 days",bad
madinms,"< 10 days",bad
sirphil,"< 10 days",bad
